"player_name","player_url","season_injured","injury","injured_since","injured_until","duration","games_missed","club"
"
                                    
                        #16                    
                                Weston McKennie            ","https://www.transfermarkt.com/weston-mckennie/profil/spieler/332697","21/22","Metatarsal fracture",2022-02-23,2022-05-21,"87 days","19","United States"
"
                                    
                        #16                    
                                Weston McKennie            ","https://www.transfermarkt.com/weston-mckennie/profil/spieler/332697","21/22","Knee problems",2021-11-27,2021-12-13,"16 days","5","Juventus FC"
"
                                    
                        #16                    
                                Weston McKennie            ","https://www.transfermarkt.com/weston-mckennie/profil/spieler/332697","20/21","Corona virus",2020-10-14,2020-10-24,"10 days","2","Juventus FC"
"
                                    
                        #16                    
                                Weston McKennie            ","https://www.transfermarkt.com/weston-mckennie/profil/spieler/332697","19/20","Shoulder injury",2019-12-16,2020-01-19,"34 days","3","FC Schalke 04"
"
                                    
                        #16                    
                                Weston McKennie            ","https://www.transfermarkt.com/weston-mckennie/profil/spieler/332697","19/20","muscular problems",2019-10-17,2019-10-28,"11 days","2","FC Schalke 04"
"
                                    
                        #16                    
                                Weston McKennie            ","https://www.transfermarkt.com/weston-mckennie/profil/spieler/332697","18/19","Capsular injury",2019-03-23,2019-04-19,"27 days","5","FC Schalke 04"
"
                                    
                        #16                    
                                Weston McKennie            ","https://www.transfermarkt.com/weston-mckennie/profil/spieler/332697","18/19","Muscle injury",2019-02-21,2019-03-03,"10 days","2","United States"
"
                                    
                        #16                    
                                Weston McKennie            ","https://www.transfermarkt.com/weston-mckennie/profil/spieler/332697","18/19","Thigh problems",2018-11-16,2018-11-30,"14 days","3","FC Schalke 04"
"
                                    
                        #16                    
                                Weston McKennie            ","https://www.transfermarkt.com/weston-mckennie/profil/spieler/332697","18/19","bruise",2018-09-23,2018-09-26,"3 days","1","FC Schalke 04"
"
                                    
                        #16                    
                                Weston McKennie            ","https://www.transfermarkt.com/weston-mckennie/profil/spieler/332697","17/18","muscular problems",2018-03-15,2018-03-29,"14 days","2","United States"
"
                                    
                        #16                    
                                Weston McKennie            ","https://www.transfermarkt.com/weston-mckennie/profil/spieler/332697","24/25","Muscle fatigue",2024-10-14,NA,"5 days","1","FC Schalke 04"
"
                                    
                        #16                    
                                Weston McKennie            ","https://www.transfermarkt.com/weston-mckennie/profil/spieler/332697","23/24","Shoulder injury",2024-02-25,2024-03-10,"14 days","3","FC Schalke 04"
"
                                    
                        #16                    
                                Weston McKennie            ","https://www.transfermarkt.com/weston-mckennie/profil/spieler/332697","23/24","unknown injury",2023-12-30,2024-01-03,"4 days","1","United States"
"
                                    
                        #16                    
                                Weston McKennie            ","https://www.transfermarkt.com/weston-mckennie/profil/spieler/332697","17/18","Fitness",2018-03-01,2018-03-08,"7 days","1","FC Schalke 04"
"
                                    
                        #16                    
                                Weston McKennie            ","https://www.transfermarkt.com/weston-mckennie/profil/spieler/332697","17/18","Knee medial ligament tear",2018-01-22,2018-03-01,"38 days","7","FC Schalke 04"
"
                                    
                        #16                    
                                Weston McKennie            ","https://www.transfermarkt.com/weston-mckennie/profil/spieler/332697","17/18","Torn muscle fiber",2017-10-05,2017-10-19,"14 days","3","United States"
"
                                    
                        #16                    
                                Weston McKennie            ","https://www.transfermarkt.com/weston-mckennie/profil/spieler/332697","16/17","Metatarsal fracture",2016-11-28,2017-02-06,"70 days","5","FC Schalke 04"
"
                                    
                        #16                    
                                Weston McKennie            ","https://www.transfermarkt.com/weston-mckennie/profil/spieler/332697","17/18","Fitness",2018-03-01,2018-03-08,"7 days","1","United States"
"
                                    
                        #16                    
                                Weston McKennie            ","https://www.transfermarkt.com/weston-mckennie/profil/spieler/332697","17/18","Knee medial ligament tear",2018-01-22,2018-03-01,"38 days","7","FC Schalke 04 U19"
"
                                    
                        #16                    
                                Weston McKennie            ","https://www.transfermarkt.com/weston-mckennie/profil/spieler/332697","17/18","Torn muscle fiber",2017-10-05,2017-10-19,"14 days","3","United States"
"
                                    
                        #16                    
                                Weston McKennie            ","https://www.transfermarkt.com/weston-mckennie/marktwertverlauf/spieler/332697",NA,NA,NA,NA,NA,NA,NA
"
                                    
                        #18                    
                                Darko Gyabi            ","https://www.transfermarkt.com/darko-gyabi/profil/spieler/663264","23/24","Groin surgery",2024-03-27,2024-06-30,"95 days","11","Leeds United"
"
                                    
                        #18                    
                                Darko Gyabi            ","https://www.transfermarkt.com/darko-gyabi/marktwertverlauf/spieler/663264",NA,NA,NA,NA,NA,NA,NA
"
                                    
                        #43                    
                                Mateusz Klich            ","https://www.transfermarkt.com/mateusz-klich/profil/spieler/92738","21/22","Corona virus",2021-08-29,2021-09-09,"11 days","4","Leeds United"
"
                                    
                        #43                    
                                Mateusz Klich            ","https://www.transfermarkt.com/mateusz-klich/profil/spieler/92738","20/21","Corona virus",2021-03-24,2021-04-01,"8 days","3","Poland"
"
                                    
                        #43                    
                                Mateusz Klich            ","https://www.transfermarkt.com/mateusz-klich/profil/spieler/92738","20/21","Hamstring strain",2020-12-30,2021-01-01,"2 days",NA,"Poland"
"
                                    
                        #43                    
                                Mateusz Klich            ","https://www.transfermarkt.com/mateusz-klich/profil/spieler/92738","17/18","Hip injury",2018-05-11,2018-05-18,"7 days","2","FC Utrecht"
"
                                    
                        #43                    
                                Mateusz Klich            ","https://www.transfermarkt.com/mateusz-klich/profil/spieler/92738","13/14","Back injury",2014-03-06,2014-03-13,"7 days","1","PEC Zwolle"
"
                                    
                        #43                    
                                Mateusz Klich            ","https://www.transfermarkt.com/mateusz-klich/profil/spieler/92738","13/14","Broken toe",2013-11-10,2013-12-05,"25 days","11","PEC Zwolle"
"
                                    
                        #43                    
                                Mateusz Klich            ","https://www.transfermarkt.com/mateusz-klich/profil/spieler/92738","21/22","Corona virus",2021-08-29,2021-09-09,"11 days","4","Poland"
"
                                    
                        #43                    
                                Mateusz Klich            ","https://www.transfermarkt.com/mateusz-klich/marktwertverlauf/spieler/92738",NA,NA,NA,NA,NA,NA,NA
"
                                    
                        #27                    
                                Adam Forshaw            ","https://www.transfermarkt.com/adam-forshaw/profil/spieler/121257","21/22","Broken kneecap",2022-04-22,2022-06-30,"69 days","6","Leeds United"
"
                                    
                        #27                    
                                Adam Forshaw            ","https://www.transfermarkt.com/adam-forshaw/profil/spieler/121257","19/20","Hip injury",2019-09-30,2021-04-12,"560 days","71","Leeds United"
"
                                    
                        #27                    
                                Adam Forshaw            ","https://www.transfermarkt.com/adam-forshaw/profil/spieler/121257","13/14","Ankle injury",2014-04-22,2014-09-01,"132 days",NA,"Leeds United"
"
                                    
                        #27                    
                                Adam Forshaw            ","https://www.transfermarkt.com/adam-forshaw/marktwertverlauf/spieler/121257",NA,NA,NA,NA,NA,NA,NA
"
                                    
                        #14                    
                                Archie Gray            ","https://www.transfermarkt.com/archie-gray/profil/spieler/922693",NA,NA,NA,NA,NA,NA,NA
"
                                    
                        #14                    
                                Archie Gray            ","https://www.transfermarkt.com/archie-gray/marktwertverlauf/spieler/922693",NA,NA,NA,NA,NA,NA,NA
"
                                    
                        #10                    
                                Charlie Allen            ","https://www.transfermarkt.com/charlie-allen/profil/spieler/624264",NA,NA,NA,NA,NA,NA,NA
"
                                    
                        #57                    
                                Joe Snowdon            ","https://www.transfermarkt.com/joe-snowdon/profil/spieler/745692",NA,NA,NA,NA,NA,NA,NA
"
                                Stuart Dallas            ","https://www.transfermarkt.com/stuart-dallas/profil/spieler/158764","21/22","Femoral fracture",2022-04-30,2024-04-10,"711 days",NA,"Leeds United"
"
                                Stuart Dallas            ","https://www.transfermarkt.com/stuart-dallas/profil/spieler/158764","18/19","Broken foot",2018-12-02,2019-02-23,"83 days","14","Leeds United"
"
                                Stuart Dallas            ","https://www.transfermarkt.com/stuart-dallas/profil/spieler/158764","18/19","Thigh problems",2018-08-06,2018-08-30,"24 days","6","Brentford FC"
"
                                Stuart Dallas            ","https://www.transfermarkt.com/stuart-dallas/profil/spieler/158764","14/15","bruise",2014-09-15,2014-10-30,"45 days","10","Northern Ireland"
"
                                Stuart Dallas            ","https://www.transfermarkt.com/stuart-dallas/marktwertverlauf/spieler/158764",NA,NA,NA,NA,NA,NA,NA
"
                                    
                        #11                    
                                Brenden Aaronson            ","https://www.transfermarkt.com/brenden-aaronson/profil/spieler/393323","23/24","Ill",2023-11-24,2023-11-27,"3 days","1","1.FC Union Berlin"
"
                                    
                        #11                    
                                Brenden Aaronson            ","https://www.transfermarkt.com/brenden-aaronson/profil/spieler/393323","21/22","Knee problems",2022-03-19,2022-04-23,"35 days","7","Red Bull Salzburg"
"
                                    
                        #11                    
                                Brenden Aaronson            ","https://www.transfermarkt.com/brenden-aaronson/profil/spieler/393323","23/24","Ill",2023-11-24,2023-11-27,"3 days","1","United States"
"
                                    
                        #11                    
                                Brenden Aaronson            ","https://www.transfermarkt.com/brenden-aaronson/marktwertverlauf/spieler/393323",NA,NA,NA,NA,NA,NA,NA
"
                                    
                        #20                    
                                Sam Greenwood            ","https://www.transfermarkt.com/sam-greenwood/profil/spieler/532178",NA,NA,NA,NA,NA,NA,NA
"
                                    
                        #20                    
                                Sam Greenwood            ","https://www.transfermarkt.com/sam-greenwood/marktwertverlauf/spieler/532178",NA,NA,NA,NA,NA,NA,NA
"
                                    
                        #19                    
                                Tyler Roberts            ","https://www.transfermarkt.com/tyler-roberts/profil/spieler/296986","21/22","Torn thigh muscle",2022-03-07,2022-05-27,"81 days","11","Leeds United"
"
                                    
                        #19                    
                                Tyler Roberts            ","https://www.transfermarkt.com/tyler-roberts/profil/spieler/296986","20/21","Ill",2020-12-30,2021-01-15,"16 days","2","Leeds United"
"
                                    
                        #19                    
                                Tyler Roberts            ","https://www.transfermarkt.com/tyler-roberts/marktwertverlauf/spieler/296986",NA,NA,NA,NA,NA,NA,NA
"
                                    
                        #17                    
                                Luis Sinisterra            ","https://www.transfermarkt.com/luis-sinisterra/profil/spieler/512385","22/23","Ankle injury",2023-04-26,2023-06-01,"36 days","5","Leeds United"
"
                                    
                        #17                    
                                Luis Sinisterra            ","https://www.transfermarkt.com/luis-sinisterra/profil/spieler/512385","22/23","Muscle injury",2023-02-08,2023-03-10,"30 days","6","Leeds United"
"
                                    
                        #17                    
                                Luis Sinisterra            ","https://www.transfermarkt.com/luis-sinisterra/profil/spieler/512385","22/23","Foot injury",2022-10-23,2022-12-19,"57 days","5","Leeds United"
"
                                    
                        #17                    
                                Luis Sinisterra            ","https://www.transfermarkt.com/luis-sinisterra/profil/spieler/512385","21/22","minor knock",2022-05-25,2022-07-03,"39 days","1","Feyenoord Rotterdam"
"
                                    
                        #17                    
                                Luis Sinisterra            ","https://www.transfermarkt.com/luis-sinisterra/profil/spieler/512385","21/22","Knee injury",2021-12-19,2022-01-22,"34 days","3","Feyenoord Rotterdam"
"
                                    
                        #17                    
                                Luis Sinisterra            ","https://www.transfermarkt.com/luis-sinisterra/profil/spieler/512385","20/21","Corona virus",2021-04-02,2021-04-09,"7 days","1","Feyenoord Rotterdam"
"
                                    
                        #17                    
                                Luis Sinisterra            ","https://www.transfermarkt.com/luis-sinisterra/profil/spieler/512385","19/20","Cruciate ligament tear",2020-02-16,2020-12-09,"297 days","27","Feyenoord Rotterdam"
"
                                    
                        #17                    
                                Luis Sinisterra            ","https://www.transfermarkt.com/luis-sinisterra/profil/spieler/512385","22/23","Ankle injury",2023-04-26,2023-06-01,"36 days","5","Colombia"
"
                                    
                        #17                    
                                Luis Sinisterra            ","https://www.transfermarkt.com/luis-sinisterra/marktwertverlauf/spieler/512385",NA,NA,NA,NA,NA,NA,NA
"
                                    
                        #7                    
                                Crysencio Summerville            ","https://www.transfermarkt.com/crysencio-summerville/profil/spieler/474701","23/24","Groin strain",2023-08-08,2023-08-30,"22 days","5","Leeds United"
"
                                    
                        #7                    
                                Crysencio Summerville            ","https://www.transfermarkt.com/crysencio-summerville/profil/spieler/474701","18/19","unknown injury",2019-01-31,2019-02-07,"7 days","1","FC Dordrecht"
"
                                    
                        #7                    
                                Crysencio Summerville            ","https://www.transfermarkt.com/crysencio-summerville/marktwertverlauf/spieler/474701",NA,NA,NA,NA,NA,NA,NA
"
                                    
                        #27                    
                                Amari Miller            ","https://www.transfermarkt.com/amari-miller/profil/spieler/733308",NA,NA,NA,NA,NA,NA,NA
"
                                    
                        #11                    
                                Jack Harrison            ","https://www.transfermarkt.com/jack-harrison/profil/spieler/417346","23/24","Hip injury",2023-07-01,2023-09-21,"82 days","11","Leeds United"
"
                                    
                        #11                    
                                Jack Harrison            ","https://www.transfermarkt.com/jack-harrison/profil/spieler/417346","18/19","Muscle injury",2018-10-25,2018-10-31,"6 days","1","Everton FC"
"
                                    
                        #11                    
                                Jack Harrison            ","https://www.transfermarkt.com/jack-harrison/profil/spieler/417346","18/19","Muscle injury",2018-10-10,2018-10-21,"11 days","1","Leeds United"
"
                                    
                        #11                    
                                Jack Harrison            ","https://www.transfermarkt.com/jack-harrison/profil/spieler/417346","15/16","Hip injury",2016-03-01,2016-05-17,"77 days","12","Leeds United"
"
                                    
                        #11                    
                                Jack Harrison            ","https://www.transfermarkt.com/jack-harrison/profil/spieler/417346","23/24","Hip injury",2023-07-01,2023-09-21,"82 days","11","New York City FC"
"
                                    
                        #11                    
                                Jack Harrison            ","https://www.transfermarkt.com/jack-harrison/profil/spieler/417346","18/19","Muscle injury",2018-10-25,2018-10-31,"6 days","1","England U21"
"
                                    
                        #11                    
                                Jack Harrison            ","https://www.transfermarkt.com/jack-harrison/marktwertverlauf/spieler/417346",NA,NA,NA,NA,NA,NA,NA
"
                                    
                        #29                    
                                Wilfried Gnonto            ","https://www.transfermarkt.com/wilfried-gnonto/profil/spieler/627626","23/24","Ankle injury",2023-09-20,2023-10-20,"30 days","6","Leeds United"
"
                                    
                        #29                    
                                Wilfried Gnonto            ","https://www.transfermarkt.com/wilfried-gnonto/profil/spieler/627626","20/21","unknown injury",2021-02-18,2021-02-25,"7 days","1","Italy U21"
"
                                    
                        #29                    
                                Wilfried Gnonto            ","https://www.transfermarkt.com/wilfried-gnonto/profil/spieler/627626","23/24","Ankle injury",2023-09-20,2023-10-20,"30 days","6","FC Zürich"
"
                                    
                        #29                    
                                Wilfried Gnonto            ","https://www.transfermarkt.com/wilfried-gnonto/marktwertverlauf/spieler/627626",NA,NA,NA,NA,NA,NA,NA
"
                                    
                        #7                    
                                Daniel James            ","https://www.transfermarkt.com/daniel-james/profil/spieler/319301","24/25","Hamstring injury",2024-08-29,2024-10-16,"48 days","6","Leeds United"
"
                                    
                        #7                    
                                Daniel James            ","https://www.transfermarkt.com/daniel-james/profil/spieler/319301","22/23","Hamstring injury",2023-05-07,2023-05-21,"14 days","5","Fulham FC"
"
                                    
                        #7                    
                                Daniel James            ","https://www.transfermarkt.com/daniel-james/profil/spieler/319301","20/21","unknown injury",2021-04-30,2021-05-21,"21 days","5","Wales U17"
"
                                    
                        #7                    
                                Daniel James            ","https://www.transfermarkt.com/daniel-james/profil/spieler/319301","20/21","Knock",2021-04-09,2021-04-14,"5 days","1","Manchester United"
"
                                    
                        #7                    
                                Daniel James            ","https://www.transfermarkt.com/daniel-james/profil/spieler/319301","20/21","Knock",2020-12-27,2020-12-28,"1 days",NA,"Manchester United"
"
                                    
                        #7                    
                                Daniel James            ","https://www.transfermarkt.com/daniel-james/profil/spieler/319301","19/20","Knock",2020-02-28,2020-03-07,"8 days","2","Manchester United"
"
                                    
                        #7                    
                                Daniel James            ","https://www.transfermarkt.com/daniel-james/profil/spieler/319301","19/20","Ankle injury",2019-09-10,2019-09-21,"11 days","2","Manchester United"
"
                                    
                        #7                    
                                Daniel James            ","https://www.transfermarkt.com/daniel-james/profil/spieler/319301","18/19","Muscle injury",2018-12-02,2018-12-21,"19 days","2","Swansea City"
"
                                    
                        #7                    
                                Daniel James            ","https://www.transfermarkt.com/daniel-james/marktwertverlauf/spieler/319301",NA,NA,NA,NA,NA,NA,NA
"
                                    
                        #36                    
                                Ian Poveda            ","https://www.transfermarkt.com/ian-poveda/profil/spieler/392763","21/22","Broken ankle",2021-11-20,2022-04-20,"151 days","27","Blackburn Rovers"
"
                                    
                        #36                    
                                Ian Poveda            ","https://www.transfermarkt.com/ian-poveda/profil/spieler/392763","20/21","Ankle injury",2021-02-01,2021-03-05,"32 days","6","Leeds United"
"
                                    
                        #36                    
                                Ian Poveda            ","https://www.transfermarkt.com/ian-poveda/marktwertverlauf/spieler/392763",NA,NA,NA,NA,NA,NA,NA
"
                                    
                        #14                    
                                Georginio Rutter            ","https://www.transfermarkt.com/georginio-rutter/profil/spieler/538977","21/22","Shoulder injury",2022-05-08,2022-06-26,"49 days","1","TSG 1899 Hoffenheim"
"
                                    
                        #14                    
                                Georginio Rutter            ","https://www.transfermarkt.com/georginio-rutter/profil/spieler/538977","20/21","Quarantine",2021-02-01,2021-02-10,"9 days","1","TSG 1899 Hoffenheim"
"
                                    
                        #14                    
                                Georginio Rutter            ","https://www.transfermarkt.com/georginio-rutter/marktwertverlauf/spieler/538977",NA,NA,NA,NA,NA,NA,NA
"
                                    
                        #9                    
                                Patrick Bamford            ","https://www.transfermarkt.com/patrick-bamford/profil/spieler/183334","22/23","Groin problems",2022-11-05,2022-12-31,"56 days","5","Leeds United"
"
                                    
                        #9                    
                                Patrick Bamford            ","https://www.transfermarkt.com/patrick-bamford/profil/spieler/183334","21/22","Foot injury",2022-03-27,2022-07-01,"96 days","9","Leeds United"
"
                                    
                        #9                    
                                Patrick Bamford            ","https://www.transfermarkt.com/patrick-bamford/profil/spieler/183334","21/22","Hamstring injury",2021-12-07,2022-02-28,"83 days","12","England"
"
                                    
                        #9                    
                                Patrick Bamford            ","https://www.transfermarkt.com/patrick-bamford/profil/spieler/183334","21/22","Ankle injury",2021-09-18,2021-11-28,"71 days","14","Leeds United"
"
                                    
                        #9                    
                                Patrick Bamford            ","https://www.transfermarkt.com/patrick-bamford/profil/spieler/183334","18/19","Knee problems",2018-12-22,2019-01-31,"40 days","8","Leeds United"
"
                                    
                        #9                    
                                Patrick Bamford            ","https://www.transfermarkt.com/patrick-bamford/profil/spieler/183334","18/19","Cruciate ligament injury",2018-09-07,2018-12-07,"91 days","20","England"
"
                                    
                        #9                    
                                Patrick Bamford            ","https://www.transfermarkt.com/patrick-bamford/profil/spieler/183334","22/23","Groin problems",2022-11-05,2022-12-31,"56 days","5","Leeds United"
"
                                    
                        #9                    
                                Patrick Bamford            ","https://www.transfermarkt.com/patrick-bamford/profil/spieler/183334","21/22","Foot injury",2022-03-27,2022-07-01,"96 days","9","Leeds United"
"
                                    
                        #9                    
                                Patrick Bamford            ","https://www.transfermarkt.com/patrick-bamford/profil/spieler/183334","21/22","Hamstring injury",2021-12-07,2022-02-28,"83 days","12","England"
"
                                    
                        #9                    
                                Patrick Bamford            ","https://www.transfermarkt.com/patrick-bamford/marktwertverlauf/spieler/183334",NA,NA,NA,NA,NA,NA,NA
"
                                    
                        #30                    
                                Joe Gelhardt            ","https://www.transfermarkt.com/joe-gelhardt/profil/spieler/503980",NA,NA,NA,NA,NA,NA,NA
"
                                    
                        #30                    
                                Joe Gelhardt            ","https://www.transfermarkt.com/joe-gelhardt/marktwertverlauf/spieler/503980",NA,NA,NA,NA,NA,NA,NA
"
                                    
                        #10                    
                                Rodrigo            ","https://www.transfermarkt.com/rodrigo/profil/spieler/131505","24/25","Finger injury",2024-09-14,2024-12-17,"94 days","16","Al-Gharafa SC"
"
                                    
                        #10                    
                                Rodrigo            ","https://www.transfermarkt.com/rodrigo/profil/spieler/131505","22/23","Ankle injury",2023-01-29,2023-03-10,"40 days","7","Leeds United"
"
                                    
                        #10                    
                                Rodrigo            ","https://www.transfermarkt.com/rodrigo/profil/spieler/131505","21/22","Heel problems",2021-12-09,2022-01-14,"36 days","5","Leeds United"
"
                                    
                        #10                    
                                Rodrigo            ","https://www.transfermarkt.com/rodrigo/profil/spieler/131505","20/21","Groin injury",2021-01-31,2021-03-05,"33 days","7","Leeds United"
"
                                    
                        #10                    
                                Rodrigo            ","https://www.transfermarkt.com/rodrigo/profil/spieler/131505","20/21","Virus",2020-11-02,2020-11-21,"19 days","5","Leeds United"
"
                                    
                        #10                    
                                Rodrigo            ","https://www.transfermarkt.com/rodrigo/profil/spieler/131505","19/20","Torn knee ligaments",2020-07-02,2020-09-02,"62 days",NA,"Spain"
"
                                    
                        #10                    
                                Rodrigo            ","https://www.transfermarkt.com/rodrigo/profil/spieler/131505","19/20","Knee injury",2020-02-13,2020-03-05,"21 days","4","Valencia CF"
"
                                    
                        #10                    
                                Rodrigo            ","https://www.transfermarkt.com/rodrigo/profil/spieler/131505","19/20","Knee injury",2020-01-05,2020-01-24,"19 days","3","Valencia CF"
"
                                    
                        #10                    
                                Rodrigo            ","https://www.transfermarkt.com/rodrigo/profil/spieler/131505","19/20","Back injury",2019-11-10,2019-11-20,"10 days","2","Spain"
"
                                    
                        #10                    
                                Rodrigo            ","https://www.transfermarkt.com/rodrigo/profil/spieler/131505","19/20","muscular problems",2019-10-17,2019-10-26,"9 days","2","Valencia CF"
"
                                    
                        #10                    
                                Rodrigo            ","https://www.transfermarkt.com/rodrigo/profil/spieler/131505","18/19","muscular problems",2019-04-12,2019-04-19,"7 days","2","Valencia CF"
"
                                    
                        #10                    
                                Rodrigo            ","https://www.transfermarkt.com/rodrigo/profil/spieler/131505","18/19","muscular problems",2019-02-12,2019-02-23,"11 days","3","Valencia CF"
"
                                    
                        #10                    
                                Rodrigo            ","https://www.transfermarkt.com/rodrigo/profil/spieler/131505","18/19","Muscle injury",2018-11-28,2018-12-07,"9 days","2","Valencia CF"
"
                                    
                        #10                    
                                Rodrigo            ","https://www.transfermarkt.com/rodrigo/profil/spieler/131505","18/19","muscular problems",2018-10-28,2018-11-02,"5 days","1","Valencia CF"
"
                                    
                        #10                    
                                Rodrigo            ","https://www.transfermarkt.com/rodrigo/profil/spieler/131505","17/18","Hamstring injury",2018-02-09,2018-02-16,"7 days","1","Valencia CF"
"
                                    
                        #10                    
                                Rodrigo            ","https://www.transfermarkt.com/rodrigo/profil/spieler/131505","16/17","Ankle injury",2017-01-11,2017-04-28,"107 days","21","Valencia CF"
"
                                    
                        #10                    
                                Rodrigo            ","https://www.transfermarkt.com/rodrigo/profil/spieler/131505","15/16","Cruciate ligament injury",2015-10-27,2015-12-27,"61 days","13","Spain"
"
                                    
                        #10                    
                                Rodrigo            ","https://www.transfermarkt.com/rodrigo/profil/spieler/131505","14/15","Muscle strain",2014-08-28,2014-09-09,"12 days","5","Valencia CF"
"
                                    
                        #10                    
                                Rodrigo            ","https://www.transfermarkt.com/rodrigo/profil/spieler/131505","16/17","Ankle injury",2017-01-11,2017-04-28,"107 days","21","Spain"
"
                                    
                        #10                    
                                Rodrigo            ","https://www.transfermarkt.com/rodrigo/profil/spieler/131505","15/16","Cruciate ligament injury",2015-10-27,2015-12-27,"61 days","13","Valencia CF"
"
                                    
                        #10                    
                                Rodrigo            ","https://www.transfermarkt.com/rodrigo/profil/spieler/131505","14/15","Muscle strain",2014-08-28,2014-09-09,"12 days","5","Spain"
"
                                    
                        #10                    
                                Rodrigo            ","https://www.transfermarkt.com/rodrigo/marktwertverlauf/spieler/131505",NA,NA,NA,NA,NA,NA,NA
"
                                    
                        #20                    
                                Sonny Perkins            ","https://www.transfermarkt.com/sonny-perkins/profil/spieler/670877",NA,NA,NA,NA,NA,NA,NA
"
                                    
                        #20                    
                                Sonny Perkins            ","https://www.transfermarkt.com/sonny-perkins/marktwertverlauf/spieler/670877",NA,NA,NA,NA,NA,NA,NA
"
                                    
                        #19                    
                                Mateo Joseph            ","https://www.transfermarkt.com/mateo-joseph/profil/spieler/834742",NA,NA,NA,NA,NA,NA,NA
"
                                    
                        #19                    
                                Mateo Joseph            ","https://www.transfermarkt.com/mateo-joseph/marktwertverlauf/spieler/834742",NA,NA,NA,NA,NA,NA,NA
"
                                    
                        #31                    
                                Sam Johnstone            ","https://www.transfermarkt.com/sam-johnstone/profil/spieler/110864","23/24","Elbow injury",2024-03-24,2024-07-14,"112 days","10","Crystal Palace"
"
                                    
                        #31                    
                                Sam Johnstone            ","https://www.transfermarkt.com/sam-johnstone/profil/spieler/110864","23/24","Calf injury",2023-12-10,2024-01-16,"37 days","5","Crystal Palace"
"
                                    
                        #31                    
                                Sam Johnstone            ","https://www.transfermarkt.com/sam-johnstone/profil/spieler/110864","20/21","Virus",2021-01-05,2021-01-18,"13 days","2","West Bromwich Albion"
"
                                    
                        #31                    
                                Sam Johnstone            ","https://www.transfermarkt.com/sam-johnstone/profil/spieler/110864","13/14","Finger injury",2013-08-19,2013-10-19,"61 days","36","Yeovil Town"
"
                                    
                        #31                    
                                Sam Johnstone            ","https://www.transfermarkt.com/sam-johnstone/profil/spieler/110864","23/24","Elbow injury",2024-03-24,2024-07-14,"112 days","10","Manchester United"
"
                                    
                        #31                    
                                Sam Johnstone            ","https://www.transfermarkt.com/sam-johnstone/profil/spieler/110864","23/24","Calf injury",2023-12-10,2024-01-16,"37 days","5","England"
"
                                    
                        #31                    
                                Sam Johnstone            ","https://www.transfermarkt.com/sam-johnstone/marktwertverlauf/spieler/110864",NA,NA,NA,NA,NA,NA,NA
"
                                    
                        #1                    
                                Jack Butland            ","https://www.transfermarkt.com/jack-butland/profil/spieler/128899","22/23","Broken finger",2022-07-19,2022-11-13,"117 days","16","Crystal Palace"
"
                                    
                        #1                    
                                Jack Butland            ","https://www.transfermarkt.com/jack-butland/profil/spieler/128899","20/21","Virus",2020-10-23,2020-11-06,"14 days","2","Crystal Palace"
"
                                    
                        #1                    
                                Jack Butland            ","https://www.transfermarkt.com/jack-butland/profil/spieler/128899","17/18","Broken finger",2017-11-09,2017-11-19,"10 days","2","England"
"
                                    
                        #1                    
                                Jack Butland            ","https://www.transfermarkt.com/jack-butland/profil/spieler/128899","15/16","Dislocation fracture of the ankle joint",2016-03-28,2017-04-01,"369 days","56","Stoke City"
"
                                    
                        #1                    
                                Jack Butland            ","https://www.transfermarkt.com/jack-butland/profil/spieler/128899","22/23","Broken finger",2022-07-19,2022-11-13,"117 days","16","England"
"
                                    
                        #1                    
                                Jack Butland            ","https://www.transfermarkt.com/jack-butland/marktwertverlauf/spieler/128899",NA,NA,NA,NA,NA,NA,NA
"
                                    
                        #13                    
                                Vicente Guaita            ","https://www.transfermarkt.com/vicente-guaita/profil/spieler/64399","19/20","Hamstring strain",2020-06-24,2020-06-28,"4 days","1","Crystal Palace"
"
                                    
                        #13                    
                                Vicente Guaita            ","https://www.transfermarkt.com/vicente-guaita/profil/spieler/64399","19/20","Knock",2019-10-17,2019-11-02,"16 days","2","Crystal Palace"
"
                                    
                        #13                    
                                Vicente Guaita            ","https://www.transfermarkt.com/vicente-guaita/profil/spieler/64399","18/19","Calf strain",2019-01-12,2019-01-30,"18 days","4","Crystal Palace"
"
                                    
                        #13                    
                                Vicente Guaita            ","https://www.transfermarkt.com/vicente-guaita/profil/spieler/64399","17/18","Hand injury",2018-02-28,2018-03-08,"8 days","2","Getafe CF"
"
                                    
                        #13                    
                                Vicente Guaita            ","https://www.transfermarkt.com/vicente-guaita/profil/spieler/64399","16/17","Wrist injury",2016-09-19,2016-12-01,"73 days","11","Getafe CF"
"
                                    
                        #13                    
                                Vicente Guaita            ","https://www.transfermarkt.com/vicente-guaita/profil/spieler/64399","14/15","Knee injury",2015-01-04,2015-02-24,"51 days","12","Getafe CF"
"
                                    
                        #13                    
                                Vicente Guaita            ","https://www.transfermarkt.com/vicente-guaita/profil/spieler/64399","13/14","Back injury",2014-05-07,2014-05-19,"12 days","2","Valencia CF"
"
                                    
                        #13                    
                                Vicente Guaita            ","https://www.transfermarkt.com/vicente-guaita/marktwertverlauf/spieler/64399",NA,NA,NA,NA,NA,NA,NA
