"player_name","player_url","season_injured","injury","injured_since","injured_until","duration","games_missed","club"
"
                                    
                        #31                    
                                Ederson            ","https://www.transfermarkt.com/ederson/profil/spieler/238223","23/24","Eyebow fracture",2024-05-14,2024-07-28,"75 days","3","Manchester City"
"
                                    
                        #31                    
                                Ederson            ","https://www.transfermarkt.com/ederson/profil/spieler/238223","23/24","Muscle injury",2024-03-10,2024-04-05,"26 days","4","Manchester City"
"
                                    
                        #31                    
                                Ederson            ","https://www.transfermarkt.com/ederson/profil/spieler/238223","23/24","Knee injury",2024-01-13,2024-01-20,"7 days","1","Manchester City"
"
                                    
                        #31                    
                                Ederson            ","https://www.transfermarkt.com/ederson/profil/spieler/238223","20/21","Virus",2020-12-27,2021-01-12,"16 days","3","Manchester City"
"
                                    
                        #31                    
                                Ederson            ","https://www.transfermarkt.com/ederson/profil/spieler/238223","19/20","Ill",2019-12-30,2020-01-07,"8 days","3","Manchester City"
"
                                    
                        #31                    
                                Ederson            ","https://www.transfermarkt.com/ederson/profil/spieler/238223","19/20","Ill",2019-12-08,2019-12-14,"6 days","1","Manchester City"
"
                                    
                        #31                    
                                Ederson            ","https://www.transfermarkt.com/ederson/profil/spieler/238223","19/20","muscular problems",2019-11-06,2019-11-22,"16 days","4","Manchester City"
"
                                    
                        #31                    
                                Ederson            ","https://www.transfermarkt.com/ederson/profil/spieler/238223","17/18","Facial injury",2017-09-10,2017-09-12,"2 days",NA,"Brazil"
"
                                    
                        #31                    
                                Ederson            ","https://www.transfermarkt.com/ederson/profil/spieler/238223","16/17","Meniscus injury",2016-07-11,2016-08-09,"29 days","1","SL Benfica"
"
                                    
                        #31                    
                                Ederson            ","https://www.transfermarkt.com/ederson/marktwertverlauf/spieler/238223",NA,NA,NA,NA,NA,NA,NA
"
                                    
                        #18                    
                                Stefan Ortega            ","https://www.transfermarkt.com/stefan-ortega/profil/spieler/85941","21/22","Corona virus",2021-12-17,2021-12-31,"14 days","1","Arminia Bielefeld"
"
                                    
                        #18                    
                                Stefan Ortega            ","https://www.transfermarkt.com/stefan-ortega/profil/spieler/85941","19/20","influenza",2020-02-13,2020-02-20,"7 days","1","Arminia Bielefeld"
"
                                    
                        #18                    
                                Stefan Ortega            ","https://www.transfermarkt.com/stefan-ortega/profil/spieler/85941","18/19","Internal ligament strain",2018-10-23,2018-11-19,"27 days","4","Arminia Bielefeld"
"
                                    
                        #18                    
                                Stefan Ortega            ","https://www.transfermarkt.com/stefan-ortega/profil/spieler/85941","11/12","Eye injury",2012-03-13,2012-03-17,"4 days","1","Arminia Bielefeld"
"
                                    
                        #18                    
                                Stefan Ortega            ","https://www.transfermarkt.com/stefan-ortega/profil/spieler/85941","11/12","Hip bruise",2011-11-30,2011-12-03,"3 days","2","Arminia Bielefeld"
"
                                    
                        #18                    
                                Stefan Ortega            ","https://www.transfermarkt.com/stefan-ortega/profil/spieler/85941","10/11","Rib fracture",2010-07-18,2010-09-09,"53 days","6","Arminia Bielefeld U19"
"
                                    
                        #18                    
                                Stefan Ortega            ","https://www.transfermarkt.com/stefan-ortega/profil/spieler/85941","21/22","Corona virus",2021-12-17,2021-12-31,"14 days","1","Germany U19"
"
                                    
                        #18                    
                                Stefan Ortega            ","https://www.transfermarkt.com/stefan-ortega/marktwertverlauf/spieler/85941",NA,NA,NA,NA,NA,NA,NA
"
                                    
                        #95                    
                                Zack Steffen            ","https://www.transfermarkt.com/zack-steffen/profil/spieler/221624","22/23","Knee surgery",2023-06-01,2023-12-31,"213 days","45","Manchester City"
"
                                    
                        #95                    
                                Zack Steffen            ","https://www.transfermarkt.com/zack-steffen/profil/spieler/221624","22/23","Knee problems",2022-08-26,2022-09-18,"23 days","5","United States"
"
                                    
                        #95                    
                                Zack Steffen            ","https://www.transfermarkt.com/zack-steffen/profil/spieler/221624","21/22","Corona virus",2021-09-04,2021-09-20,"16 days","5","Middlesbrough FC"
"
                                    
                        #95                    
                                Zack Steffen            ","https://www.transfermarkt.com/zack-steffen/profil/spieler/221624","20/21","Bone bruise",2021-06-08,2021-07-08,"30 days","1","Manchester City"
"
                                    
                        #95                    
                                Zack Steffen            ","https://www.transfermarkt.com/zack-steffen/profil/spieler/221624","19/20","Inner ligament injury",2020-04-27,2020-09-20,"146 days","12","United States"
"
                                    
                        #95                    
                                Zack Steffen            ","https://www.transfermarkt.com/zack-steffen/profil/spieler/221624","19/20","Fitness",2020-03-29,2020-04-20,"22 days",NA,"United States"
"
                                    
                        #95                    
                                Zack Steffen            ","https://www.transfermarkt.com/zack-steffen/profil/spieler/221624","19/20","Patellar tendon problems",2020-01-17,2020-03-29,"72 days","11","Fortuna Düsseldorf"
"
                                    
                        #95                    
                                Zack Steffen            ","https://www.transfermarkt.com/zack-steffen/profil/spieler/221624","18/19","Foot injury",2019-05-11,2019-05-22,"11 days","2","Manchester City"
"
                                    
                        #95                    
                                Zack Steffen            ","https://www.transfermarkt.com/zack-steffen/profil/spieler/221624","18/19","Knee problems",2019-03-17,2019-03-29,"12 days","3","Fortuna Düsseldorf"
"
                                    
                        #95                    
                                Zack Steffen            ","https://www.transfermarkt.com/zack-steffen/profil/spieler/221624","17/18","Knee injury",2018-06-21,2018-07-05,"14 days","2","United States"
"
                                    
                        #95                    
                                Zack Steffen            ","https://www.transfermarkt.com/zack-steffen/profil/spieler/221624","22/23","Knee surgery",2023-06-01,2023-12-31,"213 days","45","Columbus Crew SC"
"
                                    
                        #95                    
                                Zack Steffen            ","https://www.transfermarkt.com/zack-steffen/profil/spieler/221624","22/23","Knee problems",2022-08-26,2022-09-18,"23 days","5","Columbus Crew SC"
"
                                    
                        #95                    
                                Zack Steffen            ","https://www.transfermarkt.com/zack-steffen/profil/spieler/221624","21/22","Corona virus",2021-09-04,2021-09-20,"16 days","5","United States"
"
                                    
                        #95                    
                                Zack Steffen            ","https://www.transfermarkt.com/zack-steffen/profil/spieler/221624","20/21","Bone bruise",2021-06-08,2021-07-08,"30 days","1","Columbus Crew SC"
"
                                    
                        #95                    
                                Zack Steffen            ","https://www.transfermarkt.com/zack-steffen/marktwertverlauf/spieler/221624",NA,NA,NA,NA,NA,NA,NA
"
                                    
                        #33                    
                                Scott Carson            ","https://www.transfermarkt.com/scott-carson/profil/spieler/14555","20/21","Virus",2021-01-06,2021-03-14,"67 days","20","Manchester City"
"
                                    
                        #33                    
                                Scott Carson            ","https://www.transfermarkt.com/scott-carson/profil/spieler/14555","12/13","unknown injury",2013-03-16,2013-04-01,"16 days","5","Bursaspor"
"
                                    
                        #33                    
                                Scott Carson            ","https://www.transfermarkt.com/scott-carson/profil/spieler/14555","12/13","unknown injury",2013-02-02,2013-02-10,"8 days","4","England"
"
                                    
                        #33                    
                                Scott Carson            ","https://www.transfermarkt.com/scott-carson/profil/spieler/14555","20/21","Virus",2021-01-06,2021-03-14,"67 days","20","Bursaspor"
"
                                    
                        #33                    
                                Scott Carson            ","https://www.transfermarkt.com/scott-carson/profil/spieler/14555","12/13","unknown injury",2013-03-16,2013-04-01,"16 days","5","England"
"
                                    
                        #33                    
                                Scott Carson            ","https://www.transfermarkt.com/scott-carson/marktwertverlauf/spieler/14555",NA,NA,NA,NA,NA,NA,NA
"
                                    
                        #3                    
                                Rúben Dias            ","https://www.transfermarkt.com/ruben-dias/profil/spieler/258004","22/23","Hamstring injury",2022-12-22,2023-01-15,"24 days","7","Manchester City"
"
                                    
                        #3                    
                                Rúben Dias            ","https://www.transfermarkt.com/ruben-dias/profil/spieler/258004","21/22","Knock",2022-03-03,2022-04-11,"39 days","9","Manchester City"
"
                                    
                        #3                    
                                Rúben Dias            ","https://www.transfermarkt.com/ruben-dias/profil/spieler/258004","17/18","Ankle injury",2018-03-19,2018-03-29,"10 days","3","Portugal"
"
                                    
                        #3                    
                                Rúben Dias            ","https://www.transfermarkt.com/ruben-dias/profil/spieler/258004","17/18","Appendectomy",2017-11-16,2017-12-14,"28 days","7","Portugal"
"
                                    
                        #3                    
                                Rúben Dias            ","https://www.transfermarkt.com/ruben-dias/profil/spieler/258004","22/23","Hamstring injury",2022-12-22,2023-01-15,"24 days","7","SL Benfica"
"
                                    
                        #3                    
                                Rúben Dias            ","https://www.transfermarkt.com/ruben-dias/marktwertverlauf/spieler/258004",NA,NA,NA,NA,NA,NA,NA
"
                                    
                        #6                    
                                Nathan Aké            ","https://www.transfermarkt.com/nathan-ake/profil/spieler/177476","24/25","Hamstring injury",2024-09-10,2024-10-14,"34 days","7","Manchester City"
"
                                    
                        #6                    
                                Nathan Aké            ","https://www.transfermarkt.com/nathan-ake/profil/spieler/177476","23/24","Calf injury",2024-03-31,2024-04-12,"12 days","4","Manchester City"
"
                                    
                        #6                    
                                Nathan Aké            ","https://www.transfermarkt.com/nathan-ake/profil/spieler/177476","22/23","Hamstring injury",2023-05-07,2023-05-27,"20 days","5","Manchester City"
"
                                    
                        #6                    
                                Nathan Aké            ","https://www.transfermarkt.com/nathan-ake/profil/spieler/177476","22/23","Hamstring muscle injury",2023-04-19,2023-05-01,"12 days","4","Manchester City"
"
                                    
                        #6                    
                                Nathan Aké            ","https://www.transfermarkt.com/nathan-ake/profil/spieler/177476","20/21","Hamstring injury",2020-12-27,2021-03-14,"77 days","21","Manchester City"
"
                                    
                        #6                    
                                Nathan Aké            ","https://www.transfermarkt.com/nathan-ake/profil/spieler/177476","20/21","Hamstring injury",2020-11-11,2020-11-30,"19 days","5","Manchester City"
"
                                    
                        #6                    
                                Nathan Aké            ","https://www.transfermarkt.com/nathan-ake/profil/spieler/177476","20/21","Groin strain",2020-10-21,2020-10-30,"9 days","3","Netherlands"
"
                                    
                        #6                    
                                Nathan Aké            ","https://www.transfermarkt.com/nathan-ake/profil/spieler/177476","20/21","Groin injury",2020-07-13,2020-07-25,"12 days","2","Manchester City"
"
                                    
                        #6                    
                                Nathan Aké            ","https://www.transfermarkt.com/nathan-ake/profil/spieler/177476","19/20","Head injury",2020-02-10,2020-02-28,"18 days","1","AFC Bournemouth"
"
                                    
                        #6                    
                                Nathan Aké            ","https://www.transfermarkt.com/nathan-ake/profil/spieler/177476","19/20","Hamstring injury",2019-12-08,2020-01-11,"34 days","6","AFC Bournemouth"
"
                                    
                        #6                    
                                Nathan Aké            ","https://www.transfermarkt.com/nathan-ake/profil/spieler/177476","18/19","Hamstring injury",2018-12-31,2019-01-01,"1 days",NA,"AFC Bournemouth"
"
                                    
                        #6                    
                                Nathan Aké            ","https://www.transfermarkt.com/nathan-ake/profil/spieler/177476","18/19","Toe injury",2018-08-04,2018-08-10,"6 days",NA,"Netherlands"
"
                                    
                        #6                    
                                Nathan Aké            ","https://www.transfermarkt.com/nathan-ake/profil/spieler/177476","17/18","Ankle injury",2017-08-27,2017-09-08,"12 days","2","Chelsea FC"
"
                                    
                        #6                    
                                Nathan Aké            ","https://www.transfermarkt.com/nathan-ake/profil/spieler/177476","14/15","Hamstring injury",2014-11-14,2014-12-19,"35 days","10","Netherlands"
"
                                    
                        #6                    
                                Nathan Aké            ","https://www.transfermarkt.com/nathan-ake/marktwertverlauf/spieler/177476",NA,NA,NA,NA,NA,NA,NA
"
                                    
                        #5                    
                                John Stones            ","https://www.transfermarkt.com/john-stones/profil/spieler/186590","23/24","Hip injury",2023-08-10,2023-10-01,"52 days","12","Manchester City"
"
                                    
                        #5                    
                                John Stones            ","https://www.transfermarkt.com/john-stones/profil/spieler/186590","22/23","Hamstring injury",2023-01-27,2023-03-01,"33 days","8","England"
"
                                    
                        #5                    
                                John Stones            ","https://www.transfermarkt.com/john-stones/profil/spieler/186590","22/23","Hamstring injury",2022-09-26,2022-10-20,"24 days","5","Manchester City"
"
                                    
                        #5                    
                                John Stones            ","https://www.transfermarkt.com/john-stones/profil/spieler/186590","20/21","Rest",2021-01-22,2021-01-24,"2 days","1","Manchester City"
"
                                    
                        #5                    
                                John Stones            ","https://www.transfermarkt.com/john-stones/profil/spieler/186590","20/21","Knock",2020-09-22,2020-10-02,"10 days","3","Manchester City"
"
                                    
                        #5                    
                                John Stones            ","https://www.transfermarkt.com/john-stones/profil/spieler/186590","20/21","Ankle injury",2020-06-19,2020-06-27,"8 days","2","Manchester City"
"
                                    
                        #5                    
                                John Stones            ","https://www.transfermarkt.com/john-stones/profil/spieler/186590","19/20","Foot injury",2020-01-19,2020-01-25,"6 days","1","Manchester City"
"
                                    
                        #5                    
                                John Stones            ","https://www.transfermarkt.com/john-stones/profil/spieler/186590","19/20","Knock",2019-12-08,2020-01-03,"26 days","7","Manchester City"
"
                                    
                        #5                    
                                John Stones            ","https://www.transfermarkt.com/john-stones/profil/spieler/186590","19/20","Muscle injury",2019-09-17,2019-10-22,"35 days","10","Manchester City"
"
                                    
                        #5                    
                                John Stones            ","https://www.transfermarkt.com/john-stones/profil/spieler/186590","18/19","Muscle injury",2019-08-16,2019-09-13,"28 days","5","Manchester City"
"
                                    
                        #5                    
                                John Stones            ","https://www.transfermarkt.com/john-stones/profil/spieler/186590","18/19","Groin injury",2019-03-05,2019-03-29,"24 days","5","England"
"
                                    
                        #5                    
                                John Stones            ","https://www.transfermarkt.com/john-stones/profil/spieler/186590","18/19","Groin strain",2019-02-17,2019-03-01,"12 days","3","Manchester City"
"
                                    
                        #5                    
                                John Stones            ","https://www.transfermarkt.com/john-stones/profil/spieler/186590","17/18","minor knock",2018-06-28,2018-07-02,"4 days",NA,"England"
"
                                    
                        #5                    
                                John Stones            ","https://www.transfermarkt.com/john-stones/profil/spieler/186590","17/18","Adductor injury",2018-04-05,2018-05-03,"28 days","5","Manchester City"
"
                                    
                        #5                    
                                John Stones            ","https://www.transfermarkt.com/john-stones/profil/spieler/186590","17/18","Hamstring injury",2017-11-20,2018-01-01,"42 days","12","England"
"
                                    
                        #5                    
                                John Stones            ","https://www.transfermarkt.com/john-stones/profil/spieler/186590","23/24","Hip injury",2023-08-10,2023-10-01,"52 days","12","Manchester City"
"
                                    
                        #5                    
                                John Stones            ","https://www.transfermarkt.com/john-stones/profil/spieler/186590","22/23","Hamstring injury",2023-01-27,2023-03-01,"33 days","8","Manchester City"
"
                                    
                        #5                    
                                John Stones            ","https://www.transfermarkt.com/john-stones/profil/spieler/186590","22/23","Hamstring injury",2022-09-26,2022-10-20,"24 days","5","Manchester City"
"
                                    
                        #5                    
                                John Stones            ","https://www.transfermarkt.com/john-stones/profil/spieler/186590","15/16","Knee injury",2015-09-21,2015-10-15,"24 days","5","Everton FC"
"
                                    
                        #5                    
                                John Stones            ","https://www.transfermarkt.com/john-stones/profil/spieler/186590","14/15","Ankle injury",2014-10-06,2014-12-11,"66 days","29","England"
"
                                    
                        #5                    
                                John Stones            ","https://www.transfermarkt.com/john-stones/profil/spieler/186590","15/16","Knee injury",2015-09-21,2015-10-15,"24 days","5","Everton FC"
"
                                    
                        #5                    
                                John Stones            ","https://www.transfermarkt.com/john-stones/profil/spieler/186590","14/15","Ankle injury",2014-10-06,2014-12-11,"66 days","29","England"
"
                                    
                        #5                    
                                John Stones            ","https://www.transfermarkt.com/john-stones/marktwertverlauf/spieler/186590",NA,NA,NA,NA,NA,NA,NA
"
                                    
                        #25                    
                                Manuel Akanji            ","https://www.transfermarkt.com/manuel-akanji/profil/spieler/284730","23/24","unknown injury",2024-01-07,2024-01-31,"24 days","4","Manchester City"
"
                                    
                        #25                    
                                Manuel Akanji            ","https://www.transfermarkt.com/manuel-akanji/profil/spieler/284730","21/22","minor knock",2022-03-28,2022-03-31,"3 days","1","Switzerland"
"
                                    
                        #25                    
                                Manuel Akanji            ","https://www.transfermarkt.com/manuel-akanji/profil/spieler/284730","21/22","Torn muscle fiber",2022-02-18,2022-03-17,"27 days","5","Borussia Dortmund"
"
                                    
                        #25                    
                                Manuel Akanji            ","https://www.transfermarkt.com/manuel-akanji/profil/spieler/284730","21/22","Calf problems",2022-01-23,2022-02-01,"9 days",NA,"Borussia Dortmund"
"
                                    
                        #25                    
                                Manuel Akanji            ","https://www.transfermarkt.com/manuel-akanji/profil/spieler/284730","21/22","Knee surgery",2021-12-06,2022-01-10,"35 days","5","Borussia Dortmund"
"
                                    
                        #25                    
                                Manuel Akanji            ","https://www.transfermarkt.com/manuel-akanji/profil/spieler/284730","20/21","Torn muscle fiber",2021-02-19,2021-03-14,"23 days","6","Borussia Dortmund"
"
                                    
                        #25                    
                                Manuel Akanji            ","https://www.transfermarkt.com/manuel-akanji/profil/spieler/284730","20/21","Knee problems",2020-12-03,2020-12-09,"6 days","2","Borussia Dortmund"
"
                                    
                        #25                    
                                Manuel Akanji            ","https://www.transfermarkt.com/manuel-akanji/profil/spieler/284730","20/21","Corona virus",2020-10-07,2020-10-21,"14 days","6","Switzerland"
"
                                    
                        #25                    
                                Manuel Akanji            ","https://www.transfermarkt.com/manuel-akanji/profil/spieler/284730","19/20","muscular problems",2020-06-16,2020-06-30,"14 days","3","Borussia Dortmund"
"
                                    
                        #25                    
                                Manuel Akanji            ","https://www.transfermarkt.com/manuel-akanji/profil/spieler/284730","18/19","Hip injury",2019-01-01,2019-02-20,"50 days","7","Borussia Dortmund"
"
                                    
                        #25                    
                                Manuel Akanji            ","https://www.transfermarkt.com/manuel-akanji/profil/spieler/284730","18/19","Torn muscle fiber in the adductor area",2018-12-19,2018-12-31,"12 days","1","Borussia Dortmund"
"
                                    
                        #25                    
                                Manuel Akanji            ","https://www.transfermarkt.com/manuel-akanji/profil/spieler/284730","18/19","Capsular injury",2018-11-29,2018-12-05,"6 days","1","Borussia Dortmund"
"
                                    
                        #25                    
                                Manuel Akanji            ","https://www.transfermarkt.com/manuel-akanji/profil/spieler/284730","18/19","Hip problems",2018-11-11,2018-11-19,"8 days","5","Switzerland"
"
                                    
                        #25                    
                                Manuel Akanji            ","https://www.transfermarkt.com/manuel-akanji/profil/spieler/284730","18/19","Hip problems",2018-10-10,2018-11-01,"22 days","9","Borussia Dortmund"
"
                                    
                        #25                    
                                Manuel Akanji            ","https://www.transfermarkt.com/manuel-akanji/profil/spieler/284730","15/16","Cruciate ligament tear",2016-03-05,2016-12-31,"301 days","67","Switzerland"
"
                                    
                        #25                    
                                Manuel Akanji            ","https://www.transfermarkt.com/manuel-akanji/profil/spieler/284730","23/24","unknown injury",2024-01-07,2024-01-31,"24 days","4","FC Basel 1893"
"
                                    
                        #25                    
                                Manuel Akanji            ","https://www.transfermarkt.com/manuel-akanji/profil/spieler/284730","21/22","minor knock",2022-03-28,2022-03-31,"3 days","1","Switzerland"
"
                                    
                        #25                    
                                Manuel Akanji            ","https://www.transfermarkt.com/manuel-akanji/profil/spieler/284730","15/16","Torn muscle fiber",2015-11-22,2015-12-31,"39 days","6","FC Basel 1893"
"
                                    
                        #25                    
                                Manuel Akanji            ","https://www.transfermarkt.com/manuel-akanji/marktwertverlauf/spieler/284730",NA,NA,NA,NA,NA,NA,NA
"
                                    
                        #27                    
                                Aymeric Laporte            ","https://www.transfermarkt.com/aymeric-laporte/profil/spieler/176553","22/23","Ill",2023-02-21,2023-02-24,"3 days","1","Manchester City"
"
                                    
                        #27                    
                                Aymeric Laporte            ","https://www.transfermarkt.com/aymeric-laporte/profil/spieler/176553","22/23","Knee surgery",2022-06-30,2022-10-03,"95 days","15","Manchester City"
"
                                    
                        #27                    
                                Aymeric Laporte            ","https://www.transfermarkt.com/aymeric-laporte/profil/spieler/176553","20/21","Muscle strain",2020-12-28,2021-01-18,"21 days","5","Spain"
"
                                    
                        #27                    
                                Aymeric Laporte            ","https://www.transfermarkt.com/aymeric-laporte/profil/spieler/176553","20/21","Knock",2020-10-15,2020-10-22,"7 days","2","Manchester City"
"
                                    
                        #27                    
                                Aymeric Laporte            ","https://www.transfermarkt.com/aymeric-laporte/profil/spieler/176553","20/21","Corona virus",2020-09-07,2020-09-28,"21 days","4","Manchester City"
"
                                    
                        #27                    
                                Aymeric Laporte            ","https://www.transfermarkt.com/aymeric-laporte/profil/spieler/176553","19/20","Hamstring injury",2020-02-27,2020-06-15,"109 days","3","Manchester City"
"
                                    
                        #27                    
                                Aymeric Laporte            ","https://www.transfermarkt.com/aymeric-laporte/profil/spieler/176553","19/20","Knock",2020-01-23,2020-02-20,"28 days","4","France"
"
                                    
                        #27                    
                                Aymeric Laporte            ","https://www.transfermarkt.com/aymeric-laporte/profil/spieler/176553","19/20","Knee injury",2019-08-29,2020-01-20,"144 days","43","Manchester City"
"
                                    
                        #27                    
                                Aymeric Laporte            ","https://www.transfermarkt.com/aymeric-laporte/profil/spieler/176553","18/19","Muscle injury",2019-02-25,2019-03-11,"14 days","3","Manchester City"
"
                                    
                        #27                    
                                Aymeric Laporte            ","https://www.transfermarkt.com/aymeric-laporte/profil/spieler/176553","16/17","Groin injury",2017-02-20,2017-03-06,"14 days","4","Manchester City"
"
                                    
                        #27                    
                                Aymeric Laporte            ","https://www.transfermarkt.com/aymeric-laporte/profil/spieler/176553","16/17","muscular problems",2016-11-03,2016-11-17,"14 days","7","Spain"
"
                                    
                        #27                    
                                Aymeric Laporte            ","https://www.transfermarkt.com/aymeric-laporte/profil/spieler/176553","16/17","Ankle injury",2016-10-24,2016-10-31,"7 days","1","Manchester City"
"
                                    
                        #27                    
                                Aymeric Laporte            ","https://www.transfermarkt.com/aymeric-laporte/profil/spieler/176553","15/16","Broken fibula",2016-03-24,2016-06-30,"98 days","26","Athletic Bilbao"
"
                                    
                        #27                    
                                Aymeric Laporte            ","https://www.transfermarkt.com/aymeric-laporte/profil/spieler/176553","15/16","Knee injury",2015-11-05,2015-11-19,"14 days","7","Athletic Bilbao"
"
                                    
                        #27                    
                                Aymeric Laporte            ","https://www.transfermarkt.com/aymeric-laporte/profil/spieler/176553","14/15","muscular problems",2014-09-18,2014-09-22,"4 days","1","Spain"
"
                                    
                        #27                    
                                Aymeric Laporte            ","https://www.transfermarkt.com/aymeric-laporte/profil/spieler/176553","22/23","Ill",2023-02-21,2023-02-24,"3 days","1","Athletic Bilbao"
"
                                    
                        #27                    
                                Aymeric Laporte            ","https://www.transfermarkt.com/aymeric-laporte/profil/spieler/176553","22/23","Knee surgery",2022-06-30,2022-10-03,"95 days","15","Athletic Bilbao"
"
                                    
                        #27                    
                                Aymeric Laporte            ","https://www.transfermarkt.com/aymeric-laporte/profil/spieler/176553","20/21","Muscle strain",2020-12-28,2021-01-18,"21 days","5","Spain"
"
                                    
                        #27                    
                                Aymeric Laporte            ","https://www.transfermarkt.com/aymeric-laporte/profil/spieler/176553","20/21","Knock",2020-10-15,2020-10-22,"7 days","2","Athletic Bilbao"
"
                                    
                        #27                    
                                Aymeric Laporte            ","https://www.transfermarkt.com/aymeric-laporte/profil/spieler/176553","20/21","Corona virus",2020-09-07,2020-09-28,"21 days","4","Spain"
"
                                    
                        #27                    
                                Aymeric Laporte            ","https://www.transfermarkt.com/aymeric-laporte/profil/spieler/176553","19/20","Hamstring injury",2020-02-27,2020-06-15,"109 days","3","Athletic Bilbao"
"
                                    
                        #27                    
                                Aymeric Laporte            ","https://www.transfermarkt.com/aymeric-laporte/marktwertverlauf/spieler/176553",NA,NA,NA,NA,NA,NA,NA
"
                                    
                        #21                    
                                Luke Mbete            ","https://www.transfermarkt.com/luke-mbete/profil/spieler/609883","24/25","Hamstring injury",2024-10-01,2025-01-31,"122 days","25","Northampton Town"
"
                                    
                        #21                    
                                Luke Mbete            ","https://www.transfermarkt.com/luke-mbete/marktwertverlauf/spieler/609883",NA,NA,NA,NA,NA,NA,NA
"
                                    
                        #97                    
                                Josh Wilson-Esbrand            ","https://www.transfermarkt.com/josh-wilson-esbrand/profil/spieler/576121","23/24","Hamstring injury",2024-04-06,2024-05-06,"30 days","6","Cardiff City"
"
                                    
                        #97                    
                                Josh Wilson-Esbrand            ","https://www.transfermarkt.com/josh-wilson-esbrand/profil/spieler/576121","23/24","Shoulder injury",2023-11-21,2023-12-31,"40 days","5","Stade Reims"
"
                                    
                        #97                    
                                Josh Wilson-Esbrand            ","https://www.transfermarkt.com/josh-wilson-esbrand/marktwertverlauf/spieler/576121",NA,NA,NA,NA,NA,NA,NA
"
                                    
                        #5                    
                                Benjamin Mendy            ","https://www.transfermarkt.com/benjamin-mendy/profil/spieler/157495","23/24","Dead leg",2023-10-06,2023-11-25,"50 days","5","FC Lorient"
"
                                    
                        #5                    
                                Benjamin Mendy            ","https://www.transfermarkt.com/benjamin-mendy/profil/spieler/157495","23/24","Knock",2023-08-01,2023-09-15,"45 days","4","FC Lorient"
"
                                    
                        #5                    
                                Benjamin Mendy            ","https://www.transfermarkt.com/benjamin-mendy/profil/spieler/157495","20/21","Muscle injury",2020-10-04,2020-11-24,"51 days","8","Manchester City"
"
                                    
                        #5                    
                                Benjamin Mendy            ","https://www.transfermarkt.com/benjamin-mendy/profil/spieler/157495","20/21","Knock",2020-07-03,2020-07-10,"7 days","2","Manchester City"
"
                                    
                        #5                    
                                Benjamin Mendy            ","https://www.transfermarkt.com/benjamin-mendy/profil/spieler/157495","19/20","Quarantine",2020-03-12,2020-03-25,"13 days",NA,"Manchester City"
"
                                    
                        #5                    
                                Benjamin Mendy            ","https://www.transfermarkt.com/benjamin-mendy/profil/spieler/157495","19/20","Foot injury",2020-01-19,2020-02-18,"30 days","4","Manchester City"
"
                                    
                        #5                    
                                Benjamin Mendy            ","https://www.transfermarkt.com/benjamin-mendy/profil/spieler/157495","19/20","Knee injury",2019-11-05,2019-11-17,"12 days","2","Manchester City"
"
                                    
                        #5                    
                                Benjamin Mendy            ","https://www.transfermarkt.com/benjamin-mendy/profil/spieler/157495","19/20","Hamstring injury",2019-10-02,2019-10-18,"16 days","2","France"
"
                                    
                        #5                    
                                Benjamin Mendy            ","https://www.transfermarkt.com/benjamin-mendy/profil/spieler/157495","18/19","Knee injury",2019-04-17,2019-09-17,"153 days","18","Manchester City"
"
                                    
                        #5                    
                                Benjamin Mendy            ","https://www.transfermarkt.com/benjamin-mendy/profil/spieler/157495","18/19","Meniscus injury",2019-01-25,2019-02-27,"33 days","9","France"
"
                                    
                        #5                    
                                Benjamin Mendy            ","https://www.transfermarkt.com/benjamin-mendy/profil/spieler/157495","18/19","Knee injury",2019-01-24,2019-04-03,"69 days","17","Manchester City"
"
                                    
                        #5                    
                                Benjamin Mendy            ","https://www.transfermarkt.com/benjamin-mendy/profil/spieler/157495","18/19","Knee surgery",2018-11-14,2019-01-21,"68 days","18","Manchester City"
"
                                    
                        #5                    
                                Benjamin Mendy            ","https://www.transfermarkt.com/benjamin-mendy/profil/spieler/157495","18/19","Foot injury",2018-09-14,2018-10-07,"23 days","7","France"
"
                                    
                        #5                    
                                Benjamin Mendy            ","https://www.transfermarkt.com/benjamin-mendy/profil/spieler/157495","18/19","Knock",2018-08-06,2018-08-11,"5 days",NA,"Manchester City"
"
                                    
                        #5                    
                                Benjamin Mendy            ","https://www.transfermarkt.com/benjamin-mendy/profil/spieler/157495","17/18","Thigh problems",2018-06-30,2018-07-13,"13 days","2","France"
"
                                    
                        #5                    
                                Benjamin Mendy            ","https://www.transfermarkt.com/benjamin-mendy/profil/spieler/157495","23/24","Dead leg",2023-10-06,2023-11-25,"50 days","5","Manchester City"
"
                                    
                        #5                    
                                Benjamin Mendy            ","https://www.transfermarkt.com/benjamin-mendy/profil/spieler/157495","23/24","Knock",2023-08-01,2023-09-15,"45 days","4","France"
"
                                    
                        #5                    
                                Benjamin Mendy            ","https://www.transfermarkt.com/benjamin-mendy/profil/spieler/157495","17/18","Knock",2018-05-10,2018-05-15,"5 days","1","Manchester City"
"
                                    
                        #5                    
                                Benjamin Mendy            ","https://www.transfermarkt.com/benjamin-mendy/profil/spieler/157495","17/18","Cruciate ligament tear",2017-09-25,2018-04-11,"198 days","49","Manchester City"
